timestamp,open,high,low,close,volume
2026-01-01 00:00:00,100.910127,101.098808,100.721445,100.910127,3001.288645
2026-01-01 01:00:00,100.910127,101.554773,100.565380,101.209005,4070.756398
2026-01-01 02:00:00,101.209005,101.532347,100.475916,100.797945,3227.375178
2026-01-01 03:00:00,100.797945,100.975324,99.636118,99.811762,3250.137326
2026-01-01 04:00:00,99.811762,100.001259,98.148213,98.334906,4411.112190
2026-01-01 05:00:00,98.334906,99.153306,97.556070,98.374160,2957.369129
2026-01-01 06:00:00,98.374160,98.665661,97.473061,97.762750,2181.717474
2026-01-01 07:00:00,97.762750,97.933368,96.937810,97.107283,3215.900481
2026-01-01 08:00:00,97.107283,97.670788,96.396589,96.959234,3782.803671
2026-01-01 09:00:00,96.959234,97.528303,96.374284,96.943260,4534.027597
2026-01-01 10:00:00,96.943260,97.424616,94.744509,95.217295,3420.540600
2026-01-01 11:00:00,95.217295,96.097346,95.069695,95.948613,3681.470878
2026-01-01 12:00:00,95.948613,96.711816,93.677863,94.428978,2545.578397
2026-01-01 13:00:00,94.428978,96.016072,94.283389,95.868264,3075.977465
2026-01-01 14:00:00,95.868264,96.624682,95.591315,96.346353,2958.601004
2026-01-01 15:00:00,96.346353,96.745688,95.609423,96.007353,2704.846623
2026-01-01 16:00:00,96.007353,97.352356,95.726777,97.068679,3242.062810
2026-01-01 17:00:00,97.068679,97.651678,96.526322,97.109096,6045.343482
2026-01-01 18:00:00,97.109096,98.108291,96.675074,97.671755,3105.445489
2026-01-01 19:00:00,97.671755,98.357340,97.095071,97.780017,3624.737313
2026-01-01 20:00:00,97.780017,99.309349,97.142649,98.666205,1884.111464
2026-01-01 21:00:00,98.666205,100.055123,98.148095,99.532464,4058.599224
2026-01-01 22:00:00,99.532464,100.069151,98.304373,98.837312,5746.962638
2026-01-01 23:00:00,98.837312,99.142567,98.074954,98.378792,3769.866305
2026-01-02 00:00:00,98.378792,98.821096,98.232095,98.673959,4244.210326
2026-01-02 01:00:00,98.673959,99.394921,97.813016,98.532948,4366.451756
2026-01-02 02:00:00,98.532948,98.993210,96.320347,96.772385,5528.443755
2026-01-02 03:00:00,96.772385,98.579644,96.574363,98.378336,3510.188191
2026-01-02 04:00:00,98.378336,98.615369,96.472547,96.705550,3534.215787
2026-01-02 05:00:00,96.705550,96.988844,94.853606,95.132291,5012.131182
2026-01-02 06:00:00,95.132291,95.774893,93.553345,94.189580,3083.002746
2026-01-02 07:00:00,94.189580,95.200099,93.631970,94.639825,3176.375253
2026-01-02 08:00:00,94.639825,96.645629,94.036520,96.033440,3200.553450
2026-01-02 09:00:00,96.033440,96.676413,95.234791,95.876715,3911.945019
2026-01-02 10:00:00,95.876715,96.569656,94.910169,95.601119,3287.622368
2026-01-02 11:00:00,95.601119,96.253380,95.106701,95.758150,5919.423556
2026-01-02 12:00:00,95.758150,96.188427,95.072271,95.501396,3471.477971
2026-01-02 13:00:00,95.501396,95.895946,95.193967,95.588238,2846.044319
2026-01-02 14:00:00,95.588238,96.184063,94.153578,94.744141,5890.183448
2026-01-02 15:00:00,94.744141,95.252030,94.593354,95.100675,5362.493112
2026-01-02 16:00:00,95.100675,95.670480,94.854704,95.423674,6997.360354
2026-01-02 17:00:00,95.423674,95.591481,93.441285,93.605895,4895.675748
2026-01-02 18:00:00,93.605895,94.089094,93.063880,93.546773,2525.375223
2026-01-02 19:00:00,93.546773,94.186942,93.052794,93.692195,6600.070240
2026-01-02 20:00:00,93.692195,94.886143,92.946923,94.137331,5137.214490
2026-01-02 21:00:00,94.137331,94.434292,93.253018,93.548121,2598.575589
2026-01-02 22:00:00,93.548121,93.778861,92.354285,92.582644,3202.374076
2026-01-02 23:00:00,92.582644,92.860367,91.628428,91.904116,2219.326704
2026-01-03 00:00:00,91.904116,92.893132,91.344601,92.331018,3908.036361
2026-01-03 01:00:00,92.331018,92.668341,91.391764,91.726880,2490.533576
2026-01-03 02:00:00,91.726880,91.831261,91.086874,91.190645,4299.979575
2026-01-03 03:00:00,91.190645,92.251536,90.992866,92.051890,1612.203558
2026-01-03 04:00:00,92.051890,92.254431,91.296318,91.497640,5297.540764
2026-01-03 05:00:00,91.497640,92.148868,90.218205,90.864930,6237.582987
2026-01-03 06:00:00,90.864930,91.582528,90.104080,90.821334,3964.509089
2026-01-03 07:00:00,90.821334,91.390273,90.420297,90.988497,2279.942940
2026-01-03 08:00:00,90.988497,92.161162,90.600546,91.769880,2596.834576
2026-01-03 09:00:00,91.769880,92.292596,90.630182,91.149363,4605.426971
2026-01-03 10:00:00,91.149363,91.769040,89.423418,90.035522,1402.197893
2026-01-03 11:00:00,90.035522,90.544589,89.461126,89.969822,4537.570175
2026-01-03 12:00:00,89.969822,90.836506,89.592251,90.456891,2091.007393
2026-01-03 13:00:00,90.456891,91.129481,88.748625,89.413456,2976.237574
2026-01-03 14:00:00,89.413456,89.748433,88.754103,89.087861,2884.572750
2026-01-03 15:00:00,89.087861,89.617065,88.800257,89.328684,3496.738810
2026-01-03 16:00:00,89.328684,89.614347,89.230852,89.516310,4205.843746
2026-01-03 17:00:00,89.516310,89.888129,89.226869,89.598423,2937.207071
2026-01-03 18:00:00,89.598423,89.784776,89.250815,89.436833,3758.714191
2026-01-03 19:00:00,89.436833,89.958229,88.370747,88.888949,2109.856878
2026-01-03 20:00:00,88.888949,89.060111,88.083506,88.253444,3547.276073
2026-01-03 21:00:00,88.253444,89.299157,88.052065,89.095856,2251.559640
2026-01-03 22:00:00,89.095856,89.658080,87.767811,88.325172,3464.462926
2026-01-03 23:00:00,88.325172,89.894960,87.656440,89.219457,3372.159754
2026-01-04 00:00:00,89.219457,89.522444,88.007930,88.307821,3635.366802
2026-01-04 01:00:00,88.307821,90.809279,87.913608,90.405701,3602.994974
2026-01-04 02:00:00,90.405701,90.958672,88.634140,89.179611,3292.694240
2026-01-04 03:00:00,89.179611,90.585798,88.950946,90.354122,4557.755448
2026-01-04 04:00:00,90.354122,90.692909,89.393991,89.730440,2746.895335
2026-01-04 05:00:00,89.730440,90.256103,89.144590,89.669899,3496.199205
2026-01-04 06:00:00,89.669899,90.328498,88.986877,89.645295,3376.361365
2026-01-04 07:00:00,89.645295,90.233827,88.615446,89.201061,4643.893571
2026-01-04 08:00:00,89.201061,91.533700,88.508223,90.828224,3329.359529
